tweet,date,likes,retweets
Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/Cign9Hq0r2 https://t.co/qn94HVpoLY,2020-04-22 10:55:01,0,0
Here’s why “baking” damaged reel-to-reel tapes renders them playable again - Baking at 130°F is the sweet spot to r… https://t.co/hA0GB8D6pe,2020-04-22 08:18:23,0,0
Here’s why “baking” damaged reel-to-reel tapes renders them playable again - Baking at 130°F is the sweet spot to r… https://t.co/AvDlbueZv8,2020-04-22 08:18:23,2,0
Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/2uYyY4ws1l #technews #techdaily,2020-04-22 07:27:03,0,0
Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/Kj10icpv7D #tech,2020-04-22 07:07:36,0,0
"Here’s why “baking” damaged reel-to-reel tapes renders them playable again
https://t.co/gMWRbNNuvf",2020-04-22 05:49:47,0,0
RT @arstechnica: Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/S0OpwXY41F by @JenLucPiquant,2020-04-22 05:32:39,0,13
RT @arstechnica: Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/S0OpwXY41F by @JenLucPiquant,2020-04-22 05:01:40,0,13
Here’s why “baking” damaged reel-to-reel tapes renders them playable again | Ars Technica https://t.co/bKqEXCPFv4,2020-04-22 04:48:05,0,0
Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/qkeRRmrkFg,2020-04-22 04:46:31,0,0
RT @arstechnica: Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/S0OpwXY41F by @JenLucPiquant,2020-04-22 04:33:52,0,13
RT @arstechnica: Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/S0OpwXY41F by @JenLucPiquant,2020-04-22 03:44:14,0,13
Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/tYG5Os4nLa,2020-04-22 03:33:35,0,0
RT @arstechnica: Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/S0OpwXY41F by @JenLucPiquant,2020-04-22 02:48:52,0,13
Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/GPucwtShoe,2020-04-22 02:40:05,1,0
Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/xzLs6h5Gvm https://t.co/ExwPOuJbJY,2020-04-22 02:39:18,0,0
RT @arstechnica: Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/S0OpwXY41F by @JenLucPiquant,2020-04-22 02:02:48,0,13
Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/nMzFVTOyRU #Science https://t.co/muhXJCd0OY,2020-04-22 01:53:04,1,1
RT @arstechnica: Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/S0OpwXY41F by @JenLucPiquant,2020-04-22 01:47:59,0,13
Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/47alwgzqQi https://t.co/L2CQIX136B,2020-04-22 01:16:27,0,0
Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/Yo85ANhXPs,2020-04-22 00:30:03,0,0
Here's why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/inl9jZX2vQ https://t.co/YgX2MrSj2V,2020-04-22 00:15:48,0,0
"Here’s why “baking” damaged reel-to-reel tapes renders them playable again
https://t.co/uz3CyNLKhL
+1 SciBot #science",2020-04-22 00:02:16,0,0
RT @OrdoFibonacci: Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/k1XRdYlUJk,2020-04-21 23:47:57,0,1
Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/k1XRdYlUJk,2020-04-21 23:39:04,1,1
Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/mO1e5YHQNE,2020-04-21 23:26:08,2,1
RT @euanc: Here’s why “baking” damaged reel-to-reel tapes renders them playable again | Ars Technica https://t.co/E2KD2dF4vy,2020-04-21 23:15:28,0,2
RT @euanc: Here’s why “baking” damaged reel-to-reel tapes renders them playable again | Ars Technica https://t.co/E2KD2dF4vy,2020-04-21 22:45:33,0,2
Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/ifxb3rWXzN https://t.co/1vtpAUQq1v,2020-04-21 22:39:56,0,0
Here’s why “baking” damaged reel-to-reel tapes renders them playable again | Ars Technica https://t.co/E2KD2dF4vy,2020-04-21 22:15:41,13,2
Jennifer Ouellette: Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/S3xcDphwuM,2020-04-21 22:05:18,0,0
Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/BSi9u9iOom,2020-04-21 20:52:47,0,0
RT @arstechnica: Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/S0OpwXY41F by @JenLucPiquant,2020-04-21 20:51:23,0,13
RT @arstechnica: Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/S0OpwXY41F by @JenLucPiquant,2020-04-21 20:49:47,0,13
RT @arstechnica: Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/S0OpwXY41F by @JenLucPiquant,2020-04-21 20:41:17,0,13
Because I couldn't get my sourdough starter going -- Here’s why “baking” damaged reel-to-reel tapes renders them pl… https://t.co/Q4hiSnNla0,2020-04-21 20:34:36,3,0
Here’s why “baking” damaged reel-to-reel tapes renders them playable again | Ars Technica https://t.co/B22jf21bBo,2020-04-21 20:29:33,0,0
Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/JsYXiIo07l,2020-04-21 20:25:13,0,0
RT @arstechnica: Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/S0OpwXY41F by @JenLucPiquant,2020-04-21 20:19:58,0,13
RT @arstechnica: Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/S0OpwXY41F by @JenLucPiquant,2020-04-21 20:18:55,0,13
Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/EoLG86hS14 by @JenLucPiquant,2020-04-21 20:09:04,0,0
Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/w6rg2Wcf35 by @JenLucPiquant,2020-04-21 20:09:04,0,0
Here’s why “baking” damaged reel-to-reel tapes renders them playable again https://t.co/S0OpwXY41F by @JenLucPiquant,2020-04-21 20:09:04,20,13
