tweet,date,likes,retweets
"@PhelpsieSarah Love the John Soane, first went in 1982 on a winter Thursday and was the only punter there. It conti… https://t.co/Cquz2ClNiF",2020-04-28 18:14:26,1,0
@ruby_rubyrogers it is certainly a long time! But stone carving lasts well - think of the Elgin Marbles in the Brit… https://t.co/hzbTOjJEbN,2020-04-28 18:12:19,1,0
RT @MadameGilflurt: A lady enjoying some #lockdown pampering is peeped at by Justice Woodcock...  old so-and-so. Justice Woodcock in a Rapt…,2020-04-28 18:11:52,0,3
"RT @ianvisits: British Museum makes 1.9 million images available for free

https://t.co/yWiQtvu0Ec

The British Museum has revamped its onl…",2020-04-28 18:10:39,0,12
"Top story: Collection | British Museum https://t.co/6b2U7mnHHC, see more https://t.co/CM65uayXgD",2020-04-28 18:09:52,0,0
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 18:09:41,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 18:09:25,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 18:08:42,0,13884
RT @Roxyrocketdog: #tbt a bit of great retro conservation grazing - a 1926 publication from the British Museum @BradfordMuseums @britishmus…,2020-04-28 18:08:30,0,2
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 18:08:08,0,13884
"RT @ianvisits: British Museum makes 1.9 million images available for free

https://t.co/yWiQtvu0Ec

The British Museum has revamped its onl…",2020-04-28 18:07:32,0,12
@LfwrzyMu4fFe8bO @Makedni @equingirl @SMalougev @DenizNazli18 @NJorgotsakis @DDefne7 @jaqenhaghar0 @RistoRalsei… https://t.co/qMIB9v2wNh,2020-04-28 18:06:58,5,1
"British Museum makes 1.9 million images available for free

https://t.co/yWiQtvu0Ec

The British Museum has revampe… https://t.co/cOCxy4lJsB",2020-04-28 18:06:57,13,12
"The Cleveland Museum of Art, Temple of Abu Simbel, 1856, Robert Murray (British, 1822-1893) https://t.co/DSu7FeYkqZ https://t.co/sfYSBajgYN",2020-04-28 18:02:45,0,0
"The Lewis chessmen at the British Museum.

Three years ago today I visited the British Museum (and Skoob Books) in… https://t.co/mjhctwijrH",2020-04-28 18:01:04,0,0
"Details from the painted anthropoid coffin of Lahmose, 21st dynasty, found at #Thebes, Upper #Egypt (British Museum… https://t.co/fnlbCzIQXR",2020-04-28 18:00:56,3,0
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 18:00:54,0,13884
Broadway World: British Museum Revamps Collection Online - https://t.co/Z0X7vEO2Ue #coronavirus #museums #BritishMuseum,2020-04-28 18:00:39,0,0
"RT @maxwellmuseums: today the @britishmuseum revealed its brand new online collection portal

85,000 objects have been added for the first…",2020-04-28 17:58:21,0,9
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 17:57:17,0,13884
RT @MadameGilflurt: A lady enjoying some #lockdown pampering is peeped at by Justice Woodcock...  old so-and-so. Justice Woodcock in a Rapt…,2020-04-28 17:57:07,0,3
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 17:57:01,0,13884
Ok so idk if it’s true or not but i keep seeing this add of that collaboration between the British Museum and a chi… https://t.co/Jvei1E02pN,2020-04-28 17:56:54,2,0
"As a card-carrying member of the British Museum, pleased I too can have my own museum filled with dubiously provena… https://t.co/EDEztu7KOq",2020-04-28 17:56:42,8,0
"The British Museum @britishmuseum has launched its Collection online. 
Brilliant! 

#Culture #Art #Heritage #Museum… https://t.co/fmn2f5wr2t",2020-04-28 17:55:05,1,0
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 17:54:55,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 17:54:41,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 17:54:15,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 17:53:57,0,13884
"RT @Official_MRLP: The British Museum should have a Daddy's section alongside the current Mummy exhibition.
 #Manicfesto",2020-04-28 17:53:54,0,5
RT @SiRiUSCUJO: Okay that’s cool &amp; all but what’s up with the Vatican library &amp; the library of Chicago &amp; the all the ancient stuff at the B…,2020-04-28 17:52:49,0,53
RT bibliomancienne: RT LibraryJournal: The British Museum Releases New Version of Online Collection Database Contai… https://t.co/OQ4GbJhJDS,2020-04-28 17:52:20,0,0
"RT @lisabeare: Every day we hear stories of compassion, grief, creativity and the strength of British Columbians as we fight the COVID-19 p…",2020-04-28 17:50:14,0,17
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 17:49:36,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 17:48:05,0,13884
A lady enjoying some #lockdown pampering is peeped at by Justice Woodcock...  old so-and-so. Justice Woodcock in a… https://t.co/IrwbCYKPJb,2020-04-28 17:46:26,10,3
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 17:46:03,0,13884
"RT @DocCrom: Ancient Artefact of the Day: While the Oxus Treasure may be more renowned for its collection of gold objects, I adore this Ach…",2020-04-28 17:45:07,0,7
RT @SiRiUSCUJO: Okay that’s cool &amp; all but what’s up with the Vatican library &amp; the library of Chicago &amp; the all the ancient stuff at the B…,2020-04-28 17:43:29,0,53
"RT @LibraryJournal: The British Museum Releases New Version of Online Collection Database Containing About 4.5 Million Objects, Incl. 1.9 M…",2020-04-28 17:43:01,0,8
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 17:42:46,0,13884
"RT @LibraryJournal: The British Museum Releases New Version of Online Collection Database Containing About 4.5 Million Objects, Incl. 1.9 M…",2020-04-28 17:41:57,0,8
"@ the british museum: give us back our significant artifacts or backpay a rental fee for the last 250 years.

I'm w… https://t.co/CSj1RrGfNO",2020-04-28 17:41:11,3,0
"RT @MrheyesOLOC: We went on a virtual tour of the British Museum Ancient Egypt gallery and saw the Rosetta Stone, learnt how to read a papy…",2020-04-28 17:40:16,0,1
"Cylinder seal and Modern Impression  with the creator god Enki/Ea in his watery realm (apsû)
Black serpentinite
Pro… https://t.co/8KgJ98hyvY",2020-04-28 17:38:32,1,0
@AlabinoB @ziaahmedkhan Where the took the looted items? To British museum or Louvre? Open ur eyes bro,2020-04-28 17:38:17,0,0
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 17:36:22,0,13884
Site of the Day: The British Museum https://t.co/eQJKwUOORG,2020-04-28 17:31:38,0,0
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 17:31:29,0,13884
RT @Conservators_uk: Icon Intern at the British Museum’s Western Art on Paper studio reflects on the treatment and examination of a collect…,2020-04-28 17:28:54,0,1
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 17:26:53,0,13884
"RT @LibraryJournal: The British Museum Releases New Version of Online Collection Database Containing About 4.5 Million Objects, Incl. 1.9 M…",2020-04-28 17:26:31,0,8
RT @MichaelDPress: The British Museum just completely revamped its online collections of 4.5 million objects in over 2 million records . .…,2020-04-28 17:25:19,0,4
"One thing that's always been good about the British Museum database -- certainly compared to, say, the Louvre -- is… https://t.co/uI2ZT95Zy4",2020-04-28 17:25:00,4,0
"RT @IraqMesopotamia: The moment the Elamite king ""Tioman""was captured in the grip of the Assyrian army in 653BC,after the Elamite king trie…",2020-04-28 17:24:50,0,8
RT @MichaelDPress: The British Museum just completely revamped its online collections of 4.5 million objects in over 2 million records . .…,2020-04-28 17:22:43,0,4
"RT @Artlyst: British Museum Puts Four Million Objects Online 
https://t.co/UO3PGXtejk @britishmuseum #objects https://t.co/GZ88ty4RvH",2020-04-28 17:21:22,0,5
RT @MichaelDPress: The British Museum just completely revamped its online collections of 4.5 million objects in over 2 million records . .…,2020-04-28 17:21:06,0,4
"RT @StageGoddesses: Nymphs (Νύμφαι) are beautiful young Goddesses who preside over particular locations in nature, like fresh water sources…",2020-04-28 17:20:26,0,3
RT @KSpartiatis: @LfwrzyMu4fFe8bO @Makedni @DDefne7 @DenizNazli18 @NJorgotsakis @jaqenhaghar0 @RistoRalsei @ODYSSEUS_1864 @equingirl @Elect…,2020-04-28 17:19:45,0,2
"RT @LibraryJournal: The British Museum Releases New Version of Online Collection Database Containing About 4.5 Million Objects, Incl. 1.9 M…",2020-04-28 17:18:25,0,8
The British Museum just completely revamped its online collections of 4.5 million objects in over 2 million records… https://t.co/3iUrsqaPox,2020-04-28 17:18:01,9,4
"“Becoming Tarden had handcuffed a Dutch security agency to a British museum—an awkward, if appealingly kinky, predi… https://t.co/Ow7cd7srvw",2020-04-28 17:13:30,0,0
"The British Museum Releases New Version of Online Collection Database Containing About 4.5 Million Objects, Incl. 1… https://t.co/P2bTeYSUuA",2020-04-28 17:10:04,10,8
@Artnose @RobbDawson4 @theuniversalben Would you suggest the British Museum return all those priceless porcelain po… https://t.co/CutL0JKfAv,2020-04-28 17:09:35,0,0
@LfwrzyMu4fFe8bO @Makedni @DDefne7 @DenizNazli18 @NJorgotsakis @jaqenhaghar0 @RistoRalsei @ODYSSEUS_1864 @equingirl… https://t.co/RBHZJJqUBn,2020-04-28 17:09:23,6,2
5. British Museum https://t.co/dIPEHDZKBY,2020-04-28 17:07:14,2,0
@andyRoidO British Museum right now ready to snatch these up and claim them as their rightful property. https://t.co/5nXHv9q067,2020-04-28 17:05:26,0,0
"RT @clasicasIEDA: Terracotta lamp showing a chariot race taking place in the Circus Maximus at Rome, late 2nd - early 3rd century AD, Briti…",2020-04-28 17:04:31,0,4
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 17:03:38,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 17:02:56,0,13884
"RT @britishmuseum: 🏛 Discover the 11 ways you can #MuseumFromHome in our blog post: https://t.co/rukU1Sk4aa 

We’ve got virtual galleries,…",2020-04-28 17:01:30,0,341
"RT @maxwellmuseums: today the @britishmuseum revealed its brand new online collection portal

85,000 objects have been added for the first…",2020-04-28 17:01:23,0,9
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 17:01:10,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 16:59:18,0,13884
"RT @Official_MRLP: The British Museum should have a Daddy's section alongside the current Mummy exhibition.
 #Manicfesto",2020-04-28 16:58:26,0,5
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 16:53:49,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 16:53:13,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 16:51:52,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 16:51:18,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 16:49:16,0,13884
RT @StonesSpeaking: The Herakles (Hercules) who greets drinkers at The Salisbury on Green Lanes #Harringay is a copy of a bust in The Briti…,2020-04-28 16:49:01,0,2
"RT @ZwhiteHistory: #twitterstorians #Napoleonicist
If you were trying to get money together to study and bury six (probably British) soldie…",2020-04-28 16:48:45,0,8
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 16:47:14,0,13884
"RT @MadameGilflurt: Two saucy gentlewomen sneak a look under a Highlander's kilt in Le Prétexte! #GloriousGeorgians from 1815, via The Brit…",2020-04-28 16:46:02,0,5
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 16:40:46,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 16:39:56,0,13884
"RT @DWLresearch: British Museum Collection online has been relaunched!
Access four and a half million objects from home. 
Images for non-co…",2020-04-28 16:39:12,0,8
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 16:38:40,0,13884
RT @britishmuseum: We’ve rounded up 11 ways you can explore the Museum from home in this blog: https://t.co/nNNyNQvQa9 #MuseumFromHome http…,2020-04-28 16:38:11,0,2261
Explore the Lewis Chessmen collection at the British Museum: https://t.co/6BRQIGZpdw,2020-04-28 16:32:47,0,0
"RT @MadameGilflurt: Two saucy gentlewomen sneak a look under a Highlander's kilt in Le Prétexte! #GloriousGeorgians from 1815, via The Brit…",2020-04-28 16:31:02,0,5
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 16:29:34,0,13884
The British Museum  https://t.co/49GsyDSkLM,2020-04-28 16:28:06,0,0
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 16:26:29,0,13884
"RT @maxwellmuseums: today the @britishmuseum revealed its brand new online collection portal

85,000 objects have been added for the first…",2020-04-28 16:25:37,0,9
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 16:19:39,0,13884
RT @WORMJOONIE: what if we held hands at the british museum (and we’re both girls) 🐒😳😳😳😘🥰😍🙈🙈🙊🙊🙉,2020-04-28 16:17:39,0,3
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 16:17:39,0,13884
"RT @infodocket: The British Museum Releases New Version of Online Collection Database Containing About 4.5 Million Objects, Incl. 1.9 Milli…",2020-04-28 16:17:17,0,2
RT @britishmuseum: We’ve rounded up 11 ways you can explore the Museum from home in this blog: https://t.co/nNNyNQvQa9 #MuseumFromHome http…,2020-04-28 16:16:54,0,2261
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 16:15:18,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 16:13:32,0,13884
@conner_antony Totally!I might get that Leeds exhibition poster he does cos that has a lot of his work on it.I won… https://t.co/sh7eS7s0Z9,2020-04-28 16:12:54,1,0
British Museum revamps online collection https://t.co/JvdGDpAfD4,2020-04-28 16:11:57,0,0
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 16:10:10,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 16:09:55,0,13884
"@HelenLOHara @GibbonGraham As much as B&amp;R has problems, Oxbridge isn't one of them - the naming is consistent with… https://t.co/DdloutKfKm",2020-04-28 16:09:34,1,0
RT @SiRiUSCUJO: Okay that’s cool &amp; all but what’s up with the Vatican library &amp; the library of Chicago &amp; the all the ancient stuff at the B…,2020-04-28 16:09:25,0,53
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 16:06:21,0,13884
"RT @LivUniSLSJ: If virtual exhibitions are what you enjoy, museums across the world are offering similar experiences. Visit the Louvre, Gug…",2020-04-28 16:05:22,0,2
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 16:02:46,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 16:01:48,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 16:00:04,0,13884
"RT @Howard_S: When I visited the British Motor Museum in Gaydon, Oxfordshire, more than a decade ago they had #LadyPenelope's car #FAB1, fr…",2020-04-28 15:58:59,0,1
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 15:57:02,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 15:56:51,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 15:54:11,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 15:54:06,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 15:53:56,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 15:52:52,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 15:51:14,0,13884
"RT @clasicasIEDA: Terracotta lamp showing a chariot race taking place in the Circus Maximus at Rome, late 2nd - early 3rd century AD, Briti…",2020-04-28 15:50:38,0,4
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 15:48:35,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 15:48:33,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 15:47:54,0,13884
I strongly do not like the look/usability new British Museum online collection,2020-04-28 15:47:30,4,0
"When I visited the British Motor Museum in Gaydon, Oxfordshire, more than a decade ago they had #LadyPenelope's car… https://t.co/om6FgT3rUX",2020-04-28 15:47:20,6,1
British Museum (@britishmuseum) mermaid and clearly cursed looking bust of a boy. https://t.co/1EV5QiA46h,2020-04-28 15:46:04,0,0
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 15:45:34,0,13884
Broadway World: British Museum Revamps Collection Online - https://t.co/y63fkF9uKQ #coronavirus #museums #BritishMuseum,2020-04-28 15:45:00,0,0
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 15:43:34,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 15:42:40,0,13884
"RT @maxwellmuseums: today the @britishmuseum revealed its brand new online collection portal

85,000 objects have been added for the first…",2020-04-28 15:42:13,0,9
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 15:41:00,0,13884
RT @patrickashe: When the British Museum gives back all its stolen artifacts. https://t.co/YW65xKqNOL,2020-04-28 15:39:38,0,13884
